9000 22
1,09 2,01 4,103.08 5,103.12 6,103.04 7,103.09 8,2.255500059 9,-0.009700262 10,0.077639752 11,103.08 21,103.08 22,103.08
1,09 2,01 3,1 4,103.09 5,103.27 6,103.09 7,103.23 8,7.766000278 9,-0.13561949 10,0.174604714 11,103.18 12,0.097012029 18,3.896512073 19,0.070710678 20,0.070710678 21,103.13 22,103.13
1,09 2,01 3,2 4,103.24 5,103.25 6,103.19 7,103.24 8,8.979500319 10,0.058145169 11,103.22 12,0.038767203 13,0.135816841 17,0.097012029 18,3.583535836 19,0.072111026 20,0.072111026 21,103.16 22,103.16
1,09 2,01 3,3 4,103.24 5,103.27 6,103.16 7,103.16 8,2.905000088 9,0.077549438 10,0.106630477 11,103.215 12,-0.004844022 13,0.033921303 14,0.13096624 17,0.038767203 18,3.214588057 19,0.021794495 20,0.064983972 21,103.17375 22,103.17375
1,09 2,01 3,4 4,103.16 5,103.16 6,103.15 7,103.15 8,1.025000026 9,0.009694619 10,0.009694619 11,103.155 12,-0.058131086 13,-0.062972292 14,-0.024229502 15,0.072759022 17,-0.004844022 18,4.157483779 19,0.036170891 20,0.056899033 21,103.17 22,103.17
1,09 2,01 3,5 4,103.16 5,103.22 6,103.14 7,103.21 8,3.190500101 9,-0.048444918 10,0.077564475 11,103.18 12,0.024235374 13,-0.0339098 14,-0.03875218 16,0.097012029 17,-0.058131086 18,1.176527452 19,0.030138569 20,0.027156951 21,103.19 22,103.1716667
1,07 2,20 3,19 4,56.51 5,56.55 6,56.46 7,56.51 8,0.053085 10,0.159404888 11,56.505 12,-0.044224306 13,-0.176662839 14,-0.282361246 15,-0.624340485 16,-0.440489825 17,-0.132497129 18,0.0809444 19,0.05204165 20,0.141712738 21,56.633 22,56.667
1,07 2,20 3,20 4,56.52 5,56.52 6,56.44 7,56.5 8,0.01272 9,0.03539823 10,0.141743444 11,56.48 12,-0.044243872 13,-0.088448611 14,-0.220828549 15,-0.326480191 16,-0.668308125 17,-0.044224306 18,0.099433301 19,0.025 20,0.076370806 21,56.557 22,56.6525
1,07 2,20 3,21 4,56.5 5,56.52 6,56.47 7,56.48 8,0.001839 9,0.035410765 10,0.088542589 11,56.495 12,0.026558074 13,-0.017697549 14,-0.061914028 15,-0.194329123 16,-0.300008824 17,-0.044243872 18,0.026999636 19,0.012583057 20,0.049320381 21,56.523 22,56.626
1,07 2,21 4,56.49 5,56.55 6,56.46 7,56.54 8,0.004152 9,-0.088432968 10,0.159404888 11,56.505 12,0.017700681 13,0.044263456 15,-0.044224306 16,-0.176662839 17,0.026558074 18,0.005732317 19,0.012583057 20,0.018234583 21,56.503 22,56.5995
1,07 2,21 3,1 4,56.53 5,56.57 6,56.48 7,56.52 8,0.005202 9,0.017692852 10,0.159348442 11,56.525 12,0.035395098 13,0.053102044 14,0.079674221 15,0.035395098 16,-0.008844861 17,0.017700681 18,0.001720573 19,0.015275252 20,0.016431677 21,56.502 22,56.5925
1,07 2,21 3,2 4,56.51 5,56.57 6,56.49 7,56.54 8,0.003705 9,-0.053059781 10,0.141617985 11,56.53 12,0.008845644 13,0.044243872 14,0.061952385 15,0.088526912 16,0.044243872 17,0.035395098 18,0.000768474 19,0.013228757 20,0.020796634 21,56.507 22,56.57
1,07 2,21 3,3 4,56.54 5,56.56 6,56.49 7,56.55 8,0.002778 9,-0.017683466 10,0.123915737 11,56.525 12,-0.008844861 13,1.25704E-14 14,0.035395098 15,0.053102044 16,0.079674221 17,0.008845644 18,0.001223119 19,0.002886751 20,0.015165751 21,56.516 22,56.5365
1,07 2,21 3,4 4,56.56 5,56.61 6,56.53 7,56.53 8,0.001062 9,0.053069167 10,0.141517778 11,56.57 12,0.079610792 13,0.070758889 14,0.079610792 15,0.115034068 16,0.132755111 17,-0.008844861 18,0.001340984 19,0.024664414 20,0.023822258 21,56.531 22,56.527
1,07 2,21 3,5 4,56.53 5,56.58 6,56.49 7,56.5 8,0.002298 9,0.053097345 10,0.159320234 11,56.535 12,-0.061870249 13,0.017691287 14,0.008844861 15,0.017691287 16,0.053092647 17,0.079610792 18,0.00088532 19,0.023629078 20,0.01890767 21,56.537 22,56.52
1,07 2,21 3,6 4,56.5 5,56.66 6,56.43 7,56.6 8,0.045159 9,-0.176678445 10,0.407584618 11,56.545 12,0.017688158 13,-0.044193035 14,0.035382574 15,0.026534583 16,0.035382574 17,-0.061870249 18,0.025110219 19,0.018027756 20,0.01781853 21,56.541 22,56.5215
1,07 2,21 3,7 4,56.6 5,56.83 6,56.56 7,56.61 8,0.126827001 9,-0.017664724 10,0.477369165 11,56.695 12,0.265275444 13,0.283010524 14,0.220965176 15,0.30075188 16,0.291880417 17,0.017688158 18,0.06326426 19,0.089628864 20,0.06967783 21,56.574 22,56.5405
1,07 2,21 3,8 4,56.62 5,56.76 6,56.32 7,56.59 8,0.154787001 9,0.0530129 10,0.78125 11,56.54 12,-0.273392715 13,-0.008842515 14,0.008844079 15,-0.053031642 16,0.026536931 17,0.265275444 18,0.056964495 19,0.088081402 20,0.067323844 21,56.577 22,56.5465
1,07 2,21 3,9 4,56.6 5,56.67 6,56.5 7,56.51 8,0.094438001 9,0.159263847 10,0.300884956 11,56.585 12,0.079589671 13,-0.194020637 14,0.070740118 15,0.088440789 16,0.026515821 17,-0.273392715 18,0.030201575 19,0.079739158 20,0.06726812 21,56.58 22,56.5555
1,07 2,21 3,10 4,56.5 5,56.72 6,56.49 7,56.55 8,0.084265001 9,-0.08841733 10,0.407151708 11,56.605 12,0.035345056 13,0.114962858 14,-0.158744157 15,0.106110178 16,0.123817104 17,0.079589671 18,0.038120083 19,0.033291641 20,0.062689712 21,56.594 22,56.5655
1,07 2,21 3,11 4,56.55 5,56.65 6,56.5 7,56.62 8,0.077329 9,-0.123631226 10,0.265486726 11,56.575 12,-0.052998852 13,-0.017672528 14,0.061903077 15,-0.211658876 16,0.053055089 17,0.035345056 18,0.008605385 19,0.015275252 20,0.05809475 21,56.6 22,56.5705
1,07 2,21 3,12 4,56.61 5,56.83 6,56.58 7,56.83 8,0.103397 9,-0.387119479 10,0.441852245 11,56.705 12,0.229783473 13,0.176662839 14,0.212070337 15,0.291828794 16,0.01763824 17,-0.052998852 18,0.013501124 19,0.068068593 20,0.062209324 21,56.602 22,56.588
1,07 2,21 3,13 4,56.82 5,57.25 6,56.76 7,57.2 8,0.229722003 9,-0.664335664 10,0.863284003 11,57.005 12,0.529053875 13,0.760053027 14,0.706651356 15,0.742246178 16,0.822426601 17,0.229783473 18,0.081507847 19,0.220529665 20,0.180831413 21,56.695 22,56.636
1,07 2,21 3,14 4,57.22 5,57.42 6,56.84 7,57 8,0.241541003 9,0.385964912 10,1.020408163 11,57.13 12,0.219279011 13,0.74949299 14,0.980998674 15,0.927479905 16,0.963152779 17,0.529053875 18,0.076573995 19,0.218422374 20,0.249258902 21,56.804 22,56.692
1,07 2,21 3,15 4,57 5,57.05 6,56.6 7,56.68 8,0.217630003 9,0.564573042 10,0.795053004 11,56.825 12,-0.533870121 13,-0.315761775 14,0.21162155 15,0.441891295 16,0.388658246 17,0.219279011 18,0.01195576 19,0.153324275 20,0.223427841 21,56.848 22,56.721
1,07 2,21 3,16 4,56.69 5,56.98 6,56.68 7,56.84 8,0.144498002 9,-0.263898663 10,0.529287227 11,56.83 12,0.008798944 13,-0.525118152 14,-0.306990615 15,0.220439115 16,0.450729121 17,-0.533870121 18,0.050559156 19,0.174666349 20,0.167682736 21,56.899 22,56.7495
1,07 2,21 3,17 4,56.83 5,56.9 6,56.5 7,56.6 8,0.157108002 9,0.406360424 10,0.707964602 11,56.7 12,-0.228752419 13,-0.219973603 14,-0.752669351 15,-0.535040786 16,-0.008817565 17,0.008798944 18,0.039094361 19,0.073654599 20,0.169137518 21,56.898 22,56.75
1,07 2,21 3,18 4,56.59 5,57.09 6,56.59 7,57.01 8,0.170696002 9,-0.736712857 10,0.88354833 11,56.84 12,0.24691358 13,0.01759634 14,0.026396832 15,-0.507614213 16,-0.289448294 17,-0.228752419 18,0.013102042 19,0.078102497 20,0.158823802 21,56.865 22,56.78
1,07 2,21 3,19 4,57.01 5,57.16 6,56.94 7,57.07 8,0.070403 9,-0.105134046 10,0.386371619 11,57.05 12,0.369458128 13,0.617283951 14,0.387119479 15,0.395952486 16,-0.140031507 17,0.24691358 18,0.054407532 19,0.176162803 20,0.126115027 21,56.849 22,56.8265
1,07 2,21 3,20 4,57.06 5,57.08 6,56.89 7,56.93 8,0.021545 9,0.228350606 10,0.333977852 11,56.985 12,-0.113935145 13,0.255102041 14,0.502645503 15,0.272743269 16,0.281566212 17,0.369458128 18,0.076039257 19,0.107509689 20,0.138220838 21,56.881 22,56.8645
1,07 2,21 3,21 4,56.92 5,57.06 6,56.82 7,56.96 8,0.008631 9,-0.070224719 10,0.422386484 11,56.94 12,-0.07896815 13,-0.192813322 14,0.175932442 15,0.423280423 16,0.19355974 17,-0.113935145 18,0.032582346 19,0.0553022 20,0.136821051 21,56.903 22,56.901
1,07 2,22 4,56.83 5,56.88 6,56.68 7,56.71 8,0.016254 9,0.211602892 10,0.352858151 11,56.78 12,-0.280997541 13,-0.359743792 14,-0.473269062 15,-0.105559465 16,0.141093474 17,-0.07896815 18,0.006491998 19,0.107741976 20,0.108995413 21,56.919 22,56.9085
1,07 2,22 3,1 4,56.7 5,56.71 6,56.59 7,56.6 8,0.009816 9,0.176678445 10,0.212051599 11,56.65 12,-0.228953857 13,-0.509308044 14,-0.587874002 15,-0.701139351 16,-0.33427164 17,-0.280997541 18,0.004102077 19,0.14525839 20,0.163110392 21,56.881 22,56.873
1,07 2,22 3,2 4,56.59 5,56.6 6,56.47 7,56.49 8,0.016671 9,0.177022482 10,0.230210731 11,56.535 12,-0.203000883 13,-0.431489961 14,-0.711275026 15,-0.789681495 16,-0.902716915 17,-0.228953857 18,0.003843019 19,0.122576507 20,0.190085507 21,56.778 22,56.8135
1,07 2,22 3,3 4,56.49 5,56.56 6,56.48 7,56.51 8,0.007428 9,-0.035391966 10,0.141643059 11,56.52 12,-0.026532237 13,-0.229479259 14,-0.457907714 15,-0.737618546 16,-0.816004212 17,-0.203000883 18,0.004798031 19,0.071121961 20,0.176776695 21,56.685 22,56.783
1,07 2,22 3,4 4,56.51 5,56.6 6,56.49 7,56.6 8,0.006978 9,-0.159010601 10,0.19472473 11,56.545 12,0.04423213 13,0.017688158 14,-0.185348632 15,-0.413878126 16,-0.69371268 17,-0.026532237 18,0.005470981 19,0.012583057 20,0.109965904 21,56.606 22,56.7545
1,07 2,22 3,5 4,56.59 5,56.59 6,56.5 7,56.51 8,0.00417 9,0.141567864 10,0.159292035 11,56.545 13,0.04423213 14,0.017688158 15,-0.185348632 16,-0.413878126 17,0.04423213 18,0.001765499 19,0.014433757 20,0.051889305 21,56.559 22,56.739
1,07 2,22 3,6 4,56.5 5,56.59 6,56.48 7,56.57 8,0.048612 9,-0.123740498 10,0.194759207 11,56.535 12,-0.01768503 13,-0.01768503 14,0.026539278 16,-0.203000883 18,0.024887635 19,0.005773503 20,0.010246951 21,56.536 22,56.7085
1,07 2,22 3,7 4,56.57 5,56.58 6,56.36 7,56.45 8,0.110183001 9,0.212577502 10,0.390347764 11,56.47 12,-0.114973026 13,-0.132637722 14,-0.132637722 15,-0.08846426 16,-0.114973026 17,-0.01768503 18,0.053236635 19,0.040722639 20,0.031344856 21,56.523 22,56.6505
1,07 2,22 3,8 4,56.45 5,56.56 6,56.34 7,56.41 8,0.124120001 9,0.070909413 10,0.390486333 11,56.45 12,-0.035417036 13,-0.150349341 14,-0.168007781 15,-0.168007781 16,-0.123849965 17,-0.114973026 18,0.04018019 19,0.044440972 20,0.04546977 21,56.509 22,56.597
1,07 2,22 3,9 4,56.41 5,56.71 6,56.39 7,56.65 8,0.062537999 9,-0.423654016 10,0.567476503 11,56.55 12,0.177147919 13,0.141668142 14,0.026532237 15,0.008842515 16,0.008842515 17,-0.035417036 18,0.032291973 19,0.052915026 20,0.046502688 21,56.51 22,56.558
1,07 2,22 3,10 4,56.66 5,56.68 6,56.59 7,56.65 8,0.060968 9,0.017652251 10,0.159038699 11,56.635 12,0.150309461 13,0.327723649 14,0.292190544 15,0.176881578 16,0.159165267 17,0.177147919 18,0.036016161 19,0.092601296 20,0.073194945 21,56.528 22,56.5435
1,07 2,22 3,11 4,56.66 5,56.7 6,56.52 7,56.52 8,0.072009 9,0.247699929 10,0.318471338 11,56.61 12,-0.044142315 13,0.106100796 14,0.28343667 15,0.247919249 16,0.132661183 17,0.150309461 18,0.005973113 19,0.043684475 20,0.082127949 21,56.543 22,56.5395
1,07 2,22 3,12 4,56.52 5,56.61 6,56.47 7,56.5 8,0.113527001 9,0.03539823 10,0.247919249 11,56.54 12,-0.123653065 13,-0.167740796 14,-0.017683466 15,0.159433127 16,0.123959625 17,-0.044142315 18,0.027713103 19,0.049244289 20,0.071902712 21,56.557 22,56.54
1,07 2,22 3,13 4,56.52 5,56.62 6,56.16 7,56.29 8,0.193076002 9,0.40859833 10,0.819088319 11,56.39 12,-0.265298903 13,-0.388623918 14,-0.432594685 15,-0.282935455 16,-0.106288751 17,-0.123653065 18,0.061521008 19,0.112398102 20,0.09539392 21,56.545 22,56.527
1,07 2,22 3,14 4,56.29 5,56.866 6,56.13 7,56.72 8,0.333089003 9,-0.758110014 10,1.31124176 11,56.498 12,0.19152332 13,-0.074283693 14,-0.197844904 15,-0.241899885 16,-0.091954023 17,-0.265298903 18,0.111159912 19,0.077382168 20,0.097523331 21,56.5346 22,56.5223
1,07 2,22 3,15 4,56.72 5,56.866 6,56.45 7,56.54 8,0.260963003 9,0.318358684 10,0.736935341 11,56.658 12,0.283195865 13,0.475261571 14,0.208701804 15,0.084790673 16,0.04061093 17,0.19152332 18,0.070017194 19,0.134838175 20,0.103784392 21,56.5392 22,56.5336
1,07 2,22 3,16 4,56.53 5,56.61 6,56.35 7,56.57 8,0.215100003 9,-0.070708856 10,0.461401952 11,56.48 12,-0.314165696 13,-0.031859535 14,0.159602766 15,-0.106119561 16,-0.229641406 17,0.283195865 18,0.059479658 19,0.097986394 20,0.097720008 21,56.5132 22,56.5281
1,07 2,22 3,17 4,56.56 5,56.59 6,56.41 7,56.5 8,0.163044002 9,0.10619469 10,0.31909236 11,56.5 12,0.035410765 13,-0.27886618 14,0.003539948 15,0.195070048 16,-0.070746374 17,-0.314165696 18,0.04899213 19,0.097508974 20,0.096608488 21,56.5052 22,56.5311
1,07 2,22 3,18 4,56.5 5,56.51 6,55.98 7,56 8,0.244585002 9,0.892857143 10,0.946766702 11,56.245 12,-0.451327434 13,-0.416076487 14,-0.728935014 15,-0.447803462 16,-0.25713779 17,0.035410765 18,0.041287865 19,0.141803855 20,0.147953371 21,56.4762 22,56.5106
1,07 2,22 3,19 4,56 5,56.04 6,55.91 7,55.95 8,0.079297 9,0.089365505 10,0.232516544 11,55.975 12,-0.48004267 13,-0.92920354 14,-0.894121813 15,-1.205478485 16,-0.925696485 17,-0.451327434 18,0.082646454 19,0.262535712 20,0.266261713 21,56.3716 22,56.4531
1,07 2,22 3,20 4,55.94 5,56.05 6,55.92 7,56.03 8,0.010151 9,-0.160628235 10,0.232474964 11,55.985 12,0.017865118 13,-0.462263312 14,-0.911504425 15,-0.876416431 16,-1.187828727 17,-0.48004267 18,0.120457872 19,0.1530795 20,0.255161713 21,56.237 22,56.3881
1,07 2,22 3,21 4,56.02 5,56.09 6,56 7,56.04 8,0.004284 9,-0.035688794 10,0.160714286 11,56.045 12,0.107171564 13,0.125055828 14,-0.355587163 15,-0.805309735 16,-0.770184136 17,0.017865118 18,0.041718384 19,0.037859389 20,0.223830293 21,56.15 22,56.3316
1,07 2,23 4,55.99 5,56.09 6,55.99 7,56.01 8,0.010932 9,-0.035707909 10,0.178603322 11,56.04 12,-0.008921402 13,0.0982406 14,0.116123269 15,-0.364476842 16,-0.814159292 17,0.107171564 18,0.003633812 19,0.033291641 20,0.109178753 21,56.058 22,56.2816
1,07 2,23 3,1 4,56.01 5,56.09 6,56 7,56.07 8,0.005703 9,-0.107009096 10,0.160714286 11,56.045 12,0.008922198 14,0.107171564 15,0.125055828 16,-0.355587163 17,-0.008921402 18,0.003501236 19,0.002886751 20,0.034928498 21,56.018 22,56.2471
1,07 2,23 3,2 4,56.07 5,56.12 6,56.04 7,56.1 8,0.006501 9,-0.053475936 10,0.142755175 11,56.08 12,0.062449817 13,0.071377587 14,0.062449817 15,0.169688309 16,0.187583743 17,0.008922198 18,0.002817002 19,0.021794495 20,0.034168699 21,56.039 22,56.2053
1,07 2,23 3,3 4,56.11 5,56.13 6,56.07 7,56.1 8,0.003549 9,0.017825312 10,0.107009096 11,56.1 12,0.035663338 13,0.098135427 14,0.107066381 15,0.098135427 16,0.205412164 17,0.062449817 18,0.001527025 19,0.027838822 20,0.026598872 21,56.062 22,56.1495
1,07 2,23 3,4 4,56.1 5,56.12 6,56.07 7,56.09 8,0.003084 9,0.01782849 10,0.089174246 11,56.095 12,-0.008912656 13,0.026747504 14,0.089214024 15,0.098144183 16,0.089214024 17,0.035663338 18,0.001853214 19,0.01040833 20,0.027973201 21,56.072 22,56.111
1,07 2,23 3,5 4,56.11 5,56.13 6,56.02 7,56.05 8,0.00621 9,0.107047279 10,0.196358443 11,56.075 12,-0.035653802 13,-0.04456328 14,-0.008915835 15,0.053528415 16,0.062455389 17,-0.008912656 18,0.001686664 19,0.013228757 20,0.021621748 21,56.079 22,56.0685
1,07 2,23 3,6 4,56.06 5,56.1 6,55.92 7,56.01 8,0.052218 9,0.089269773 10,0.321888412 11,56.01 12,-0.115916184 13,-0.151528657 14,-0.160427807 15,-0.124821683 16,-0.062449817 17,-0.035653802 18,0.027509568 19,0.044440972 20,0.036159369 21,56.072 22,56.045
1,07 2,23 3,7 4,56.01 5,56.28 6,55.89 7,56.18 8,0.136869001 9,-0.30259879 10,0.697799249 11,56.085 12,0.13390466 13,0.017833259 14,-0.017826901 15,-0.026737968 16,0.008915835 17,-0.115916184 18,0.066275061 19,0.040722639 20,0.036503424 21,56.073 22,56.056
1,07 2,23 3,8 4,56.17 5,56.42 6,56.07 7,56.4 8,0.134013001 9,-0.407801418 10,0.624219725 11,56.245 12,0.28528127 13,0.419567934 14,0.303165403 15,0.267403512 16,0.258467023 17,0.13390466 18,0.048070037 19,0.120034717 20,0.086573668 21,56.102 22,56.082
1,07 2,23 3,9 4,56.41 5,56.44 6,56.07 7,56.13 8,0.113288001 9,0.498841974 10,0.659889424 11,56.255 12,0.017779358 13,0.303111349 14,0.437421889 15,0.320998663 16,0.285230413 17,0.28528127 18,0.012869511 19,0.09539392 20,0.109795264 21,56.134 22,56.103
1,07 2,23 3,10 4,56.12 5,56.16 6,55.94 7,56.1 8,0.08927 9,0.035650624 10,0.393278513 11,56.05 12,-0.364412052 13,-0.346697484 14,-0.062405278 15,0.071415819 16,-0.044583148 17,0.017779358 18,0.022391688 19,0.115578256 20,0.11365518 21,56.129 22,56.104
1,07 2,23 3,11 4,56.1 5,56.12 6,55.92 7,56.1 8,0.088071 10,0.357653791 11,56.02 12,-0.05352364 13,-0.417740645 14,-0.400035559 15,-0.115895516 16,0.017853955 17,-0.364412052 18,0.014225558 19,0.1278997 20,0.111096805 21,56.131 22,56.1015
1,07 2,23 3,12 4,56.11 5,56.2 6,55.92 7,56.03 8,0.126062001 9,0.142780653 10,0.500715308 11,56.06 12,0.07140307 13,0.017841213 14,-0.346635855 15,-0.328918126 16,-0.044575198 17,-0.05352364 18,0.021596315 19,0.02081666 20,0.114203765 21,56.126 22,56.0995
1,07 2,23 3,13 4,56.03 5,56.32 6,55.97 7,56.19 8,0.214111003 9,-0.284748176 10,0.625335001 11,56.145 12,0.151623261 13,0.223134595 14,0.169491525 15,-0.195538174 16,-0.177793582 17,0.07140307 18,0.06465553 19,0.063835727 20,0.095354601 21,56.106 22,56.104
1,07 2,23 3,14 4,56.2 5,56.51 6,56.12 7,56.15 8,0.205826003 9,0.089047195 10,0.694939416 11,56.315 12,0.302787425 13,0.454869782 14,0.526597644 15,0.47279215 16,0.106657186 17,0.151623261 18,0.048620236 19,0.129839645 20,0.119509414 21,56.118 22,56.126
1,07 2,23 3,15 4,56.16 5,56.25 6,55.91 7,55.91 8,0.220350003 9,0.447147201 10,0.608120193 11,56.08 12,-0.41729557 13,-0.115771663 14,0.035676061 15,0.107104605 16,0.05352364 17,0.302787425 18,0.007285979 19,0.121346611 20,0.115941796 21,56.124 22,56.1265
1,07 2,23 3,16 4,55.89 5,56.07 6,55.34 7,55.48 8,0.184782002 9,0.739005047 10,1.319118179 11,55.705 12,-0.668687589 13,-1.083192755 14,-0.783685101 15,-0.633250089 16,-0.562299179 17,-0.41729557 18,0.017883322 19,0.307665944 20,0.222862065 21,56.061 22,56.096
1,07 2,23 3,17 4,55.49 5,55.58 6,55.09 7,55.4 8,0.244682003 9,0.162454874 10,0.889453621 11,55.335 12,-0.664213266 13,-1.328459344 14,-1.740211311 15,-1.442693027 16,-1.293257224 17,-0.668687589 18,0.030125125 19,0.372502796 20,0.393897195 21,55.916 22,56.021
1,07 2,23 3,18 4,55.4 5,55.43 6,55.11 7,55.25 8,0.240711002 9,0.271493213 10,0.580656868 11,55.27 12,-0.117466341 13,-0.780899381 14,-1.444365193 15,-1.85563349 16,-1.55846469 17,-0.664213266 18,0.03349585 19,0.234645122 20,0.456171569 21,55.741 22,55.9235
1,07 2,23 3,19 4,55.25 5,55.44 6,55.22 7,55.23 8,0.091808 9,0.036212204 10,0.398406375 11,55.33 12,0.108557988 13,-0.009035872 14,-0.673189121 15,-1.337375178 16,-1.749089941 17,-0.117466341 18,0.087138141 19,0.036170891 20,0.345604543 21,55.544 22,55.831
1,07 2,23 3,20 4,55.22 5,55.52 6,55.22 7,55.45 8,0.015794 9,-0.414788097 10,0.54328142 11,55.37 12,0.072293512 13,0.18092998 14,0.063251107 15,-0.601382282 16,-1.266048502 17,0.108557988 18,0.114410001 19,0.05033223 20,0.173154555 21,55.402 22,55.763
1,07 2,23 3,21 4,55.45 5,55.51 6,55.38 7,55.39 8,0.002394 9,0.108322802 10,0.234741784 11,55.445 12,0.135452411 13,0.207843846 14,0.316627465 15,0.198789193 16,-0.466744457 17,0.072293512 18,0.048222664 19,0.058380933 20,0.064128777 21,55.35 22,55.7055
1,07 2,24 4,55.35 5,55.57 6,55.35 7,55.56 8,0.011964 9,-0.377969762 10,0.397470641 11,55.46 12,0.027053837 13,0.162542893 14,0.234953913 15,0.343766962 16,0.22589681 17,0.135452411 18,0.006901857 19,0.048218254 20,0.079372539 21,55.375 22,55.6455
1,07 2,24 3,1 4,55.56 5,55.58 6,55.38 7,55.49 8,0.010839 9,0.126148856 10,0.361141206 11,55.48 12,0.036062027 13,0.06312562 14,0.198663536 15,0.271100669 16,0.379952958 17,0.027053837 18,0.005230815 19,0.017559423 20,0.063992187 21,55.417 22,55.579
1,07 2,24 3,2 4,55.48 5,55.51 6,55.4 7,55.46 8,0.016368 9,0.036062027 10,0.198555957 11,55.455 12,-0.045061283 13,-0.009015507 14,0.018035891 15,0.153512733 16,0.225917224 17,0.036062027 18,0.002922062 19,0.013228757 20,0.042219664 21,55.442 22,55.493
1,07 2,24 3,3 4,55.45 5,55.54 6,55.37 7,55.47 8,0.009957 9,-0.036055526 10,0.307025465 11,55.455 13,-0.045061283 14,-0.009015507 15,0.018035891 16,0.153512733 17,-0.045061283 18,0.003474879 19,0.014433757 20,0.012942179 21,55.459 22,55.4305
1,07 2,24 3,4 4,55.47 5,55.5 6,55.38 7,55.39 8,0.006435 9,0.144430403 10,0.216684724 11,55.44 12,-0.027048959 13,-0.027048959 14,-0.072098053 15,-0.036062027 16,-0.009017946 18,0.005036035 19,0.008660254 20,0.01440486 21,55.458 22,55.404
1,07 2,24 3,5 4,55.39 5,55.49 6,55.38 7,55.49 8,0.012276 9,-0.180212651 10,0.198627663 11,55.435 12,-0.009018759 13,-0.036065278 14,-0.036065278 15,-0.08111031 16,-0.045077533 17,-0.027048959 18,0.002941075 19,0.01040833 20,0.017535678 21,55.453 22,55.414
1,07 2,24 3,6 4,55.49 5,55.5 6,55.31 7,55.37 8,0.054486 9,0.216723858 10,0.343518351 11,55.405 12,-0.054117435 13,-0.063131313 14,-0.090163195 15,-0.090163195 16,-0.13518385 17,-0.009018759 18,0.026219268 19,0.018929694 20,0.020493902 21,55.438 22,55.4275
1,07 2,24 3,7 4,55.36 5,55.41 6,55.15 7,55.36 8,0.094356001 10,0.471441523 11,55.28 12,-0.225611407 13,-0.279606747 14,-0.288600289 15,-0.315571184 16,-0.315571184 17,-0.054117435 18,0.041045559 19,0.082209083 20,0.071116102 21,55.403 22,55.4225
1,07 2,24 3,8 4,55.35 5,55.39 6,55.09 7,55.15 8,0.115069001 9,0.362647325 10,0.544563442 11,55.24 12,-0.0723589 13,-0.297807057 14,-0.351763326 15,-0.360750361 16,-0.38770174 17,-0.225611407 18,0.030792167 19,0.086071676 20,0.093340774 21,55.36 22,55.4095
1,07 2,24 3,9 4,55.16 5,55.17 6,54.79 7,54.92 8,0.124610001 9,0.436999272 10,0.693557218 11,54.98 12,-0.470673425 13,-0.542691751 14,-0.767078784 15,-0.820781095 16,-0.82972583 17,-0.0723589 18,0.015466973 19,0.162890556 20,0.180644679 21,55.268 22,55.363
1,07 2,24 3,10 4,54.93 5,55.21 6,54.93 7,55.18 8,0.101002001 9,-0.453062704 10,0.509739669 11,55.07 12,0.163695889 13,-0.307748009 14,-0.379884226 15,-0.604638571 16,-0.65842879 17,-0.470673425 18,0.011876088 19,0.132035349 20,0.169705627 21,55.195 22,55.324
1,07 2,24 3,11 4,55.17 5,55.21 6,55.01 7,55.06 8,0.095170001 9,0.199782056 10,0.36357026 11,55.11 12,0.072634828 13,0.236449618 14,-0.235336713 15,-0.307525326 16,-0.53244292 17,0.163695889 18,0.015588797 19,0.066583281 20,0.123409886 21,55.136 22,55.287
1,07 2,24 3,12 4,55.06 5,55.41 6,55.02 7,55.25 8,0.140370001 9,-0.343891403 10,0.708833152 11,55.215 12,0.190528035 13,0.263301253 14,0.427428156 15,-0.04525706 16,-0.117583213 17,0.072634828 18,0.024586215 19,0.074888806 20,0.106747365 21,55.123 22,55.263
1,07 2,24 3,13 4,55.25 5,55.38 6,54.85 7,54.91 8,0.211326003 9,0.619195046 10,0.96627165 11,55.115 12,-0.181110206 13,0.009072764 14,0.081714182 15,0.245543834 16,-0.226285301 17,0.190528035 18,0.058551987 19,0.059231185 20,0.084896996 21,55.098 22,55.229
1,07 2,24 3,14 4,54.91 5,55.17 6,54.39 7,54.44 8,0.252019003 9,0.863335783 10,1.434087148 11,54.78 12,-0.607820013 13,-0.787829394 14,-0.598802395 15,-0.526602506 16,-0.363768643 17,-0.181110206 18,0.056503944 19,0.227834004 20,0.164339587 21,55.058 22,55.163
1,07 2,24 3,15 4,54.44 5,54.77 6,54.44 7,54.52 8,0.223290003 9,-0.146735143 10,0.606171932 11,54.605 12,-0.319459657 13,-0.92533793 14,-1.104772254 15,-0.91634912 16,-0.84437988 17,-0.607820013 18,0.020914162 19,0.259149249 20,0.259735442 21,54.965 22,55.08
1,07 2,24 3,16 4,54.52 5,54.6 6,54.39 7,54.45 8,0.158488002 9,0.12855831 10,0.386100386 11,54.495 12,-0.201446754 13,-0.52026287 14,-1.124920621 15,-1.30399348 16,-1.115949918 17,-0.319459657 18,0.04791086 19,0.143730071 20,0.313878958 21,54.842 22,54.989
1,07 2,24 3,17 4,54.45 5,54.76 6,54.29 7,54.74 8,0.196898003 9,-0.529777128 10,0.865721127 11,54.525 12,0.055050922 13,-0.14650673 14,-0.465498357 15,-1.070488978 16,-1.249660418 17,-0.201446754 18,0.032586206 19,0.056862407 20,0.255058817 21,54.704 22,54.9135
